"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
049901,GAINESVILLE ISD,049901041,GAINESVILLE J H,REGION 11: FORT WORTH,COOKE,Middle School,8-Jul,No,No,444,0.574,0.331,B,80,C,74,B,81,B,81,C,72,C,76,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049901,GAINESVILLE ISD,049901101,EDISON EL,REGION 11: FORT WORTH,COOKE,Elementary,EE - 01,No,No,708,0.722,0.294,Not Rated: Senate Bill 1365,53,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049901,GAINESVILLE ISD,049901104,GAINESVILLE INT,REGION 11: FORT WORTH,COOKE,Middle School,6-May,No,No,441,0.637,0.313,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,64,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,39,Comprehensive Identified,TRUE,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049901,GAINESVILLE ISD,049901107,W E CHALMERS EL,REGION 11: FORT WORTH,COOKE,Elementary,4-Feb,No,No,682,0.701,0.309,Not Rated: Senate Bill 1365,53,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,35,Comprehensive Identified,TRUE,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049902,MUENSTER ISD,,,REGION 11: FORT WORTH,COOKE,District,,No,No,523,0.168,0.01,A,97,A,95,A,92,A,92,A,90,A,100,,,,,,,,,Earned,,,,,,,
049902,MUENSTER ISD,049902001,MUENSTER H S,REGION 11: FORT WORTH,COOKE,High School,12-Jul,No,No,235,0.081,0,A,97,A,95,A,91,A,91,B,80,A,100,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049902,MUENSTER ISD,049902101,MUENSTER EL,REGION 11: FORT WORTH,COOKE,Elementary,PK - 06,No,No,288,0.24,0.017,A,95,A,93,B,87,B,85,B,87,A,100,,,Earned,Earned,Earned,,Not Earned,Earned,Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049903,VALLEY VIEW ISD,,,REGION 11: FORT WORTH,COOKE,District,,No,No,941,0.524,0.156,B,84,B,86,B,87,B,82,B,87,C,76,,,,,,,,,Not Earned,,,,,,,
049903,VALLEY VIEW ISD,049903001,VALLEY VIEW H S,REGION 11: FORT WORTH,COOKE,High School,12-Sep,No,No,273,0.462,0.081,B,84,B,87,B,84,Not Rated: Senate Bill 1365,68,B,84,C,77,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049903,VALLEY VIEW ISD,049903041,VALLEY VIEW MIDDLE,REGION 11: FORT WORTH,COOKE,Middle School,8-May,No,No,294,0.497,0.17,C,77,Not Rated: Senate Bill 1365,69,B,80,B,80,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,69,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049903,VALLEY VIEW ISD,049903101,VALLEY VIEW EL,REGION 11: FORT WORTH,COOKE,Elementary,PK - 04,No,No,374,0.591,0.201,B,83,C,73,B,86,B,86,C,72,C,76,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049905,CALLISBURG ISD,,,REGION 11: FORT WORTH,COOKE,District,,No,No,1140,0.355,0.029,B,88,B,89,B,84,B,84,C,78,B,85,,,,,,,,,Not Earned,,,,,,,
049905,CALLISBURG ISD,049905001,CALLISBURG H S,REGION 11: FORT WORTH,COOKE,High School,12-Sep,No,No,342,0.281,0.003,A,92,A,92,B,86,B,86,C,79,A,92,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049905,CALLISBURG ISD,049905002,DAEP,REGION 11: FORT WORTH,COOKE,High School,10-Aug,No,No,3,0.333,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,26,68,68,30,30,SPECIAL ASSIGNMENT SCHOOL
049905,CALLISBURG ISD,049905042,CALLISBURG MIDDLE,REGION 11: FORT WORTH,COOKE,Middle School,8-Jun,No,No,252,0.31,0.028,B,83,B,80,B,83,B,83,Not Rated: Senate Bill 1365,59,B,84,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049905,CALLISBURG ISD,049905101,CALLISBURG EL,REGION 11: FORT WORTH,COOKE,Elementary,EE - 05,No,No,543,0.424,0.046,C,71,C,74,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,64,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049906,ERA ISD,,,REGION 11: FORT WORTH,COOKE,District,,No,No,493,0.335,0.018,B,89,A,91,B,86,B,86,B,83,B,85,,,,,,,,,,,,,,,,
049906,ERA ISD,049906001,ERA SCHOOL,REGION 11: FORT WORTH,COOKE,Elem/Secondary,KG - 12,No,No,493,0.335,0.018,B,89,A,91,B,86,B,86,B,83,B,85,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049907,LINDSAY ISD,,,REGION 11: FORT WORTH,COOKE,District,,No,No,482,0.147,0.002,A,96,A,94,A,92,A,92,B,83,A,100,,,,,,,,,Not Earned,,,,,,,
049907,LINDSAY ISD,049907001,LINDSAY H S,REGION 11: FORT WORTH,COOKE,High School,12-Jul,No,No,231,0.121,0,A,97,A,95,A,92,A,92,B,81,A,100,,,Earned,Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049907,LINDSAY ISD,049907101,LINDSAY EL,REGION 11: FORT WORTH,COOKE,Elementary,KG - 06,No,No,251,0.171,0.004,A,91,B,89,B,80,B,80,Not Rated: Senate Bill 1365,66,A,94,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049908,WALNUT BEND ISD,,,REGION 11: FORT WORTH,COOKE,District,,No,No,56,0.893,0.071,A,92,Not Rated: Senate Bill 1365,62,A,92,A,92,Not Rated: Senate Bill 1365,69,Not Rated,.,,,,,,,,,,,,,,,,
049908,WALNUT BEND ISD,049908101,WALNUT BEND EL,REGION 11: FORT WORTH,COOKE,Elementary,PK - 08,No,No,56,0.893,0.071,A,92,Not Rated: Senate Bill 1365,62,A,92,A,92,Not Rated: Senate Bill 1365,69,Not Rated,.,,,Earned,Earned,,,Earned,,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
049909,SIVELLS BEND ISD,,,REGION 11: FORT WORTH,COOKE,District,,No,No,63,0.746,0,C,76,C,74,B,80,C,70,B,80,Not Rated: Senate Bill 1365,65,,,,,,,,,,,,,,,,
049909,SIVELLS BEND ISD,049909101,SIVELLS BEND EL,REGION 11: FORT WORTH,COOKE,Elementary,PK - 08,No,No,63,0.746,0,C,76,C,74,B,80,C,70,B,80,Not Rated: Senate Bill 1365,65,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,13,26,68,68,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
050901,EVANT ISD,,,REGION 12: WACO,CORYELL,District,,No,No,213,0.638,0.127,Not Rated: Senate Bill 1365,62,C,72,C,70,Not Rated: Senate Bill 1365,65,C,70,Not Rated: Senate Bill 1365,38,,,,,,,,,Not Earned,,,,,,,
050901,EVANT ISD,050901001,EVANT H S,REGION 12: WACO,CORYELL,Elem/Secondary,12-Jun,No,No,115,0.6,0.096,C,73,C,75,C,71,Not Rated: Senate Bill 1365,65,C,71,Not Rated: Senate Bill 1365,67,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050901,EVANT ISD,050901101,EVANT EL,REGION 12: WACO,CORYELL,Elementary,PK - 05,No,No,98,0.684,0.163,C,79,Not Rated: Senate Bill 1365,54,C,79,C,79,Not Rated: Senate Bill 1365,53,Not Rated,.,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,,Not Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050902,GATESVILLE ISD,,,REGION 12: WACO,CORYELL,District,,No,No,2689,0.585,0.049,B,86,B,87,B,89,B,80,B,89,B,80,,,,,,,,,Not Earned,,,,,,,
050902,GATESVILLE ISD,050902001,GATESVILLE H S,REGION 12: WACO,CORYELL,High School,12-Sep,No,No,801,0.516,0.029,B,83,B,85,B,83,C,76,B,83,C,77,,,Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050902,GATESVILLE ISD,050902041,GATESVILLE J H,REGION 12: WACO,CORYELL,Middle School,8-Jul,No,No,411,0.616,0.041,B,81,C,79,B,83,B,80,B,83,C,76,Targeted Support,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050902,GATESVILLE ISD,050902101,GATESVILLE EL,REGION 12: WACO,CORYELL,Elementary,3-Jan,No,No,605,0.618,0.066,B,89,B,88,B,88,Not Rated,.,B,88,A,92,,,Earned,Not Earned,,,,Earned,Not Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050902,GATESVILLE ISD,050902102,GATESVILLE PRI,REGION 12: WACO,CORYELL,Elementary,EE - KG,No,No,260,0.642,0.085,B,89,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050902,GATESVILLE ISD,050902103,GATESVILLE INT,REGION 12: WACO,CORYELL,Elementary,6-Apr,No,No,612,0.6,0.047,C,75,C,76,C,77,C,72,C,77,Not Rated: Senate Bill 1365,69,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050904,OGLESBY ISD,,,REGION 12: WACO,CORYELL,District,,No,No,198,0.571,0.051,B,86,B,86,B,89,B,89,B,83,C,79,,,,,,,,,,,,,,,,
050904,OGLESBY ISD,050904001,OGLESBY SCHOOL,REGION 12: WACO,CORYELL,Elem/Secondary,PK - 12,No,No,198,0.571,0.051,B,86,B,86,B,89,B,89,B,83,C,79,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050909,JONESBORO ISD,,,REGION 12: WACO,CORYELL,District,,No,No,338,0.453,0,C,77,C,78,B,81,B,81,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,66,,,,,,,,,,,,,,,,
050909,JONESBORO ISD,050909001,JONESBORO SCHOOL,REGION 12: WACO,CORYELL,Elem/Secondary,PK - 12,No,No,338,0.453,0,C,77,C,78,B,81,B,81,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,66,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,25,31,59,59,24,22,ZONED SCHOOL-TRANSFERS ACCEPTED
050910,COPPERAS COVE ISD,,,REGION 12: WACO,CORYELL,District,,No,No,8102,0.632,0.057,B,87,B,85,A,90,C,76,A,90,B,80,,,,,,,,,Not Earned,,,,,,,
050910,COPPERAS COVE ISD,050910001,COPPERAS COVE H S,REGION 12: WACO,CORYELL,High School,12-Sep,No,No,2260,0.554,0.045,B,82,B,85,B,85,Not Rated: Senate Bill 1365,69,B,85,C,75,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050910,COPPERAS COVE ISD,050910005,CROSSROADS H S,REGION 12: WACO,CORYELL,High School,12-Oct,Yes,No,106,0.774,0.066,C,79,C,79,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050910,COPPERAS COVE ISD,050910041,COPPERAS COVE J H,REGION 12: WACO,CORYELL,Middle School,8-Jun,No,No,950,0.628,0.071,C,74,C,73,C,75,Not Rated: Senate Bill 1365,56,C,75,C,73,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050910,COPPERAS COVE ISD,050910042,S C LEE J H,REGION 12: WACO,CORYELL,Middle School,8-Jun,No,No,930,0.618,0.052,B,81,C,78,B,82,C,74,B,82,C,77,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050910,COPPERAS COVE ISD,050910101,FAIRVIEW/MISS JEWELL EL,REGION 12: WACO,CORYELL,Elementary,KG - 05,No,No,536,0.793,0.071,A,91,C,78,A,91,A,91,B,85,A,92,,,Earned,Not Earned,Not Earned,,Earned,Earned,Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050910,COPPERAS COVE ISD,050910102,HETTIE HALSTEAD EL,REGION 12: WACO,CORYELL,Elementary,KG - 05,No,No,355,0.763,0.045,A,90,C,79,B,89,B,89,B,86,A,92,,,Not Earned,Earned,Earned,,Not Earned,Earned,Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050910,COPPERAS COVE ISD,050910104,C R CLEMENTS/HOLLIE PARSONS EL,REGION 12: WACO,CORYELL,Elementary,KG - 05,No,No,846,0.656,0.103,B,88,C,79,B,89,B,89,B,84,B,86,,,Not Earned,Earned,Not Earned,,Not Earned,Earned,Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050910,COPPERAS COVE ISD,050910105,MAE STEVENS EARLY LEARNING ACADEMY,REGION 12: WACO,CORYELL,Elementary,EE - PK,No,No,314,0.761,0.054,B,87,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050910,COPPERAS COVE ISD,050910106,MARTIN WALKER EL,REGION 12: WACO,CORYELL,Elementary,KG - 05,No,No,410,0.602,0.041,A,94,A,90,A,93,A,93,A,90,A,96,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Earned,25,11,54,68,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050910,COPPERAS COVE ISD,050910107,J L WILLIAMS/LOVETT LEDGER EL,REGION 12: WACO,CORYELL,Elementary,KG - 05,No,No,721,0.699,0.046,C,74,Not Rated: Senate Bill 1365,67,C,77,C,77,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,66,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
050910,COPPERAS COVE ISD,050910110,HOUSE CREEK EL,REGION 12: WACO,CORYELL,Elementary,KG - 05,No,No,674,0.55,0.047,A,94,A,91,A,91,B,88,A,91,A,100,,,Earned,Earned,Earned,,Not Earned,Earned,Earned,25,31,59,59,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
051901,PADUCAH ISD,,,REGION 17: LUBBOCK,COTTLE,District,,No,No,161,0.72,0,B,86,B,87,A,90,C,79,A,90,C,77,,,,,,,,,,,,,,,,
051901,PADUCAH ISD,051901001,PADUCAH SCHOOL,REGION 17: LUBBOCK,COTTLE,Elem/Secondary,PK - 12,No,No,161,0.72,0,B,86,B,87,A,90,C,79,A,90,C,77,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,13,13,68,69,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
052901,CRANE ISD,,,REGION 15: SAN ANGELO,CRANE,District,,No,No,1151,0.421,0.217,B,85,C,74,A,90,A,90,Not Rated: Senate Bill 1365,60,C,72,,,,,,,,,Not Earned,,,,,,,
052901,CRANE ISD,052901001,CRANE H S,REGION 15: SAN ANGELO,CRANE,High School,12-Sep,No,No,326,0.35,0.126,B,85,C,77,B,89,B,89,Not Rated: Senate Bill 1365,62,C,77,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,23,23,82,53,28,31,ZONED SCHOOL-TRANSFERS ACCEPTED
052901,CRANE ISD,052901041,CRANE MIDDLE,REGION 15: SAN ANGELO,CRANE,Middle School,8-Jun,No,No,251,0.359,0.223,C,78,C,71,C,79,C,79,Not Rated: Senate Bill 1365,55,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,23,23,82,53,28,31,ZONED SCHOOL-TRANSFERS ACCEPTED
052901,CRANE ISD,052901101,CRANE EL,REGION 15: SAN ANGELO,CRANE,Elementary,EE - 05,No,No,574,0.488,0.267,B,86,C,72,A,90,A,90,Not Rated: Senate Bill 1365,60,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,23,82,53,28,31,ZONED SCHOOL-TRANSFERS ACCEPTED
053001,CROCKETT COUNTY CONSOLIDATED CSD,,,REGION 15: SAN ANGELO,CROCKETT,District,,No,No,729,0.658,0.159,A,93,A,91,A,92,A,90,A,92,A,95,,,,,,,,,Not Earned,,,,,,,
053001,CROCKETT COUNTY CONSOLIDATED CSD,053001001,OZONA H S,REGION 15: SAN ANGELO,CROCKETT,High School,12-Sep,No,No,235,0.617,0.166,A,90,A,90,A,91,Not Rated: Senate Bill 1365,66,A,91,B,86,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,23,23,53,53,19,19,ZONED SCHOOL-TRANSFERS ACCEPTED
053001,CROCKETT COUNTY CONSOLIDATED CSD,053001041,OZONA MIDDLE,REGION 15: SAN ANGELO,CROCKETT,Middle School,8-Jun,No,No,173,0.642,0.139,A,92,B,80,B,89,B,89,B,86,A,99,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,23,23,53,53,19,19,ZONED SCHOOL-TRANSFERS ACCEPTED
053001,CROCKETT COUNTY CONSOLIDATED CSD,053001103,OZONA EL,REGION 15: SAN ANGELO,CROCKETT,Elementary,PK - 05,No,No,321,0.698,0.165,B,87,C,78,B,88,B,88,B,84,B,85,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,23,53,53,19,19,ZONED SCHOOL-TRANSFERS ACCEPTED
054901,CROSBYTON CISD,,,REGION 17: LUBBOCK,CROSBY,District,,No,No,329,0.778,0.015,B,85,B,83,B,89,C,76,A,93,C,76,,,,,,,,,Not Earned,,,,,,,
054901,CROSBYTON CISD,054901001,CROSBYTON SECONDARY,REGION 17: LUBBOCK,CROSBY,Elem/Secondary,12-Jun,No,No,172,0.663,0.023,B,86,B,83,A,91,B,80,A,91,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,19,19,68,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
054901,CROSBYTON CISD,054901101,CROSBYTON EL,REGION 17: LUBBOCK,CROSBY,Elementary,PK - 05,No,No,150,0.907,0.007,C,70,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,69,C,71,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,19,19,68,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
054901,CROSBYTON CISD,054901200,SP ED CO-OP,REGION 17: LUBBOCK,CROSBY,Elem/Secondary,EE - 12,No,No,7,0.857,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,19,19,68,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
054902,LORENZO ISD,,,REGION 17: LUBBOCK,CROSBY,District,,No,No,237,0.819,0.084,B,85,C,78,A,90,Not Rated: Senate Bill 1365,68,A,90,C,74,,,,,,,,,,,,,,,,
054902,LORENZO ISD,054902001,LORENZO ISD,REGION 17: LUBBOCK,CROSBY,Elem/Secondary,PK - 12,No,No,237,0.819,0.084,B,85,C,78,A,90,Not Rated: Senate Bill 1365,68,A,90,C,74,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,19,19,68,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
054903,RALLS ISD,,,REGION 17: LUBBOCK,CROSBY,District,,No,No,484,0.833,0.029,B,81,C,78,B,83,Not Rated: Senate Bill 1365,57,B,83,C,76,,,,,,,,,Not Earned,,,,,,,
054903,RALLS ISD,054903001,RALLS H S,REGION 17: LUBBOCK,CROSBY,High School,12-Sep,No,No,144,0.771,0.028,B,85,B,82,B,89,Not Rated: Senate Bill 1365,52,B,89,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,19,19,68,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
054903,RALLS ISD,054903002,RECOVERY EDUCATION CAMPUS,REGION 17: LUBBOCK,CROSBY,High School,11-Sep,Yes,No,3,1,0,B,83,C,79,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,19,19,68,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
054903,RALLS ISD,054903041,RALLS MIDDLE,REGION 17: LUBBOCK,CROSBY,Middle School,8-Jun,No,No,120,0.867,0.033,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,61,Comprehensive Reidentified,TRUE,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,19,19,68,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
054903,RALLS ISD,054903102,RALLS EL,REGION 17: LUBBOCK,CROSBY,Elementary,PK - 05,No,No,217,0.853,0.028,C,72,Not Rated: Senate Bill 1365,54,C,75,C,75,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,65,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,19,19,68,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
055901,CULBERSON COUNTY-ALLAMOORE ISD,,,REGION 18: MIDLAND,CULBERSON,District,,No,No,360,0.817,0.061,B,86,B,83,A,90,B,85,A,90,C,76,,,,,,,,,,,,,,,,
055901,CULBERSON COUNTY-ALLAMOORE ISD,055901001,VAN HORN SCHOOL,REGION 18: MIDLAND,CULBERSON,Elem/Secondary,PK - 12,No,No,360,0.817,0.061,B,86,B,83,A,90,B,85,A,90,C,76,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,23,23,74,74,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
056901,DALHART ISD,,,REGION 16: AMARILLO,DALLAM,District,,No,No,1717,0.671,0.295,B,85,B,87,B,89,B,84,A,92,C,76,,,,,,,,,Not Earned,,,,,,,
056901,DALHART ISD,056901001,DALHART H S,REGION 16: AMARILLO,DALLAM,High School,12-Sep,No,No,459,0.545,0.126,B,86,B,89,B,89,C,78,B,89,C,78,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
056901,DALHART ISD,056901042,DALHART J H,REGION 16: AMARILLO,DALLAM,Middle School,8-Jun,No,No,383,0.661,0.183,B,85,C,78,B,86,B,86,B,84,B,83,,,Not Earned,Not Earned,Earned,Not Earned,Earned,Earned,Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
056901,DALHART ISD,056901104,DALHART EL,REGION 16: AMARILLO,DALLAM,Elementary,EE - 02,No,No,517,0.754,0.456,Not Rated: Senate Bill 1365,66,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
056901,DALHART ISD,056901105,DALHART INT,REGION 16: AMARILLO,DALLAM,Elementary,5-Mar,No,No,358,0.723,0.399,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,65,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
056902,TEXLINE ISD,,,REGION 16: AMARILLO,DALLAM,District,,No,No,213,0.577,0.197,A,94,A,91,B,87,B,82,B,87,A,100,,,,,,,,,,,,,,,,
056902,TEXLINE ISD,056902001,TEXLINE SCHOOL,REGION 16: AMARILLO,DALLAM,Elem/Secondary,PK - 12,No,No,213,0.577,0.197,A,94,A,91,B,87,B,82,B,87,A,100,,,Earned,Earned,Earned,Not Earned,Not Earned,Earned,Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
057802,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,,,REGION 10: RICHARDSON,DALLAS,District,,No,Yes,486,0.879,0.259,B,83,B,81,B,85,B,83,B,85,C,79,,,,,,,,,,,,,,,,
